Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
2,0.04884864447654839,13.72946027700297,-119.5777609839641
2.116848589847702,0.06566188117965614,14.07732419447773,-120.9812005868405
2.240523976170099,0.05773775118932969,14.44008229570206,-122.3117069830424
2.371425009737823,0.06017550383376677,14.77940353461273,-123.7827229452498
2.509973843896539,0.0631111895783612,15.11400034491598,-125.2251848181855
2.656617296003502,0.05153040291918573,15.45278949698844,-126.7701707259397
2.811828288405013,0.0459485161405466,15.77088920362053,-128.2792756622122
2.976107373602012,0.02359423918347503,16.08801764977783,-129.8901322866593
3.149984348522383,0.04423621204684187,16.36344299493539,-131.359413589953
3.334019963105972,0.05019440349676891,16.62245309321371,-132.9228453522589
3.528807728712478,0.04507838062185483,16.8830220951009,-134.5907921924711
3.73497583218434,0.05753639081420455,17.12174964412113,-136.151261528418
3.953189161737329,0.04468343440620842,17.3565601503798,-137.7316022042656
4.184151451212442,0.05736965357531981,17.57315657321639,-139.348713594891
4.428607549604136,0.05412254493321256,17.76942395086734,-140.8438813253296
4.6873458231842,0.02825037280641105,17.99240653361267,-142.393929556197
4.961200697967995,0.03486931137289093,18.15800815671684,-143.9969395436128
5.251055350722486,0.04138192938021268,18.3213812803231,-145.4794909245076
5.557844557194561,0.0345036481249615,18.48526130926253,-146.9820161807159
5.882557706745017,0.0511615596258652,18.61517053770415,-148.4365031399147
6.226241993110452,0.03309182719924024,18.75384418425492,-149.8355232199573
6.590005791583208,0.03786773804828823,18.8745527758461,-151.1188382548721
6.975022233500551,0.05907986407422665,18.97572845516562,-152.6161060710112
7.382532989570996,0.06173058634568609,19.07152070507018,-153.841032935447
7.813852274238751,0.05990100062248767,19.16035849815768,-155.1199015519765
8.270371084000271,0.05681585340747887,19.25118821437533,-156.4659816521611
8.753561683341598,0.04972655910280109,19.33479503159313,-157.5763616979037
9.264982352763258,0.05082248672685982,19.39806060919719,-158.7092657669521
9.806282414205373,0.06517894015096751,19.45859142649763,-159.7961013246413
10.37920755007948,0.07458224343403945,19.51252574838696,-160.8761489844485
10.98560543306117,0.07041393498692272,19.56007828184925,-161.7865820986165
11.6274316847994,0.05529754873496039,19.62425679842145,-162.7672040985067
12.30675618275906,0.06328409734155092,19.66026275698998,-163.6418722735969
13.02576973553648,0.05382117467554144,19.70671669813695,-164.5193066529131
13.78679114817564,0.07133863668287836,19.73655708296125,-165.4729589913299
14.59227470027019,0.0672971763397481,19.77592737915921,-166.2733592547422
15.4448180609686,0.06718250035125103,19.78996782907205,-167.0010719796696
16.34717066640785,0.06077709513789311,19.82754679631068,-167.7263649148312
17.30224258659261,0.07573847201167115,19.8374770825845,-168.4020195534032
18.31311391031569,0.05044264818806553,19.87377223850099,-169.0060655163357
19.38304467838602,0.04441925304028156,19.89807470106118,-169.7477510067851
20.51548539719823,0.06700836692765241,19.9007193451696,-170.2526293695769
21.71408816655009,0.06701315759445844,19.91744497627361,-170.8488057098438
22.98271845759509,0.06239294482754415,19.93128366672693,-171.4193204629725
24.32546757891348,0.05694710834838197,19.94421717352669,-171.9699251380151
25.74666587090449,0.06180808892505954,19.96595434315206,-172.3390377733202
27.25089667105204,0.06772542193531057,19.96635532750229,-172.9321869669116
28.84301109510097,0.06065706553620397,19.97816042508397,-173.2754598491605
30.52814368181305,0.04020556548906212,20.00786189688357,-173.6867608357846
32.31172895175695,0.05533421696883942,19.99786000433625,-174.1478513672226
34.19951893353393,0.04598605948691398,20.00429278685268,-174.5705131406664
36.19760171396057,0.05461648731557038,20.01226586369404,-174.8766337392325
38.31242107203306,0.03750542796529806,20.03798537333013,-175.2703696374234
40.55079725999223,0.06882860350758806,20.00775865283705,-175.6003650104086
42.9199489985073,0.07521748020608876,20.01138114341414,-175.9298217096465
45.42751675691277,0.06516782371997783,20.01518654509908,-176.2218067938458
48.08158739357678,0.05464175134869646,20.03423917144472,-176.5604219889863
50.89072023586601,0.06314031329818773,20.03519055942262,-176.8411760768381
53.86397468381343,0.0512906851750165,20.0428500224445,-177.1776129752209
57.01093942651134,0.06053631110619906,20.03990617223968,-177.4607742922664
60.34176336545162,0.06604071190037407,20.0346898688782,-177.7483303041493
63.86718834454005,0.05034571498473341,20.04394058788827,-177.9746989395884
67.59858379233852,0.0654205461462566,20.04213058857068,-178.325179280268
71.54798338825668,0.07397663014910962,20.03270617189458,-178.4768672442266
75.72812387093904,0.04137891251716076,20.05396167408038,-178.7923008337764
80.15248611400462,0.03912263412656172,20.07365691235714,-179.1216067393949
84.83533860160898,0.05552117558582186,20.04959653822897,-179.2773895591221
89.79178344403424,0.0627621209112572,20.05303903819956,-179.5024527805636
95.03780508170705,0.05587214927646655,20.04318286721853,-179.7283271015642
100.5903218347161,0.04981690928940402,20.05363959956929,179.9786171388844
106.4672404640726,0.06542138467341185,20.05135710516701,179.8137115410119
112.6875139206741,0.05175300683774715,20.0596946313034,179.5858293277135
119.271202468211,0.04583895344972866,20.06491365721633,179.3457821605872
126.2395383771361,0.04406987456045618,20.05916297063981,179.2213140665039
133.6149943983328,0.0489078265608927,20.0500766777507,178.9066101471848
141.4213562373095,0.0582988515674575,20.04674313873956,178.5108596738086
149.683799262649,0.07526081363025577,20.0267996352823,178.4004405246716
158.4289696960925,0.06248498086425033,20.04127936396343,178.09729965988
167.6850705460988,0.05580416105422831,20.05164713437618,177.6867091399952
177.4819525620107,0.02982802753127096,20.06254410704209,177.5248350431962
187.8512105021545,0.07262066767022091,20.02669322237422,177.2056052333852
198.8262850263348,0.05445373391823241,20.04919150139554,176.9110458535957
210.4425705413268,0.05558234662695529,20.04527794222721,176.6204385557047
222.7375293471667,0.04892925247569672,20.04900986113547,176.2672814771549
235.7508124523555,0.06493755985382599,20.03278622840893,175.9569279221118
249.5243874476091,0.08105280708383222,20.01177741194525,175.5469466361671
264.1026738505415,0.05590310800713054,20.03533666968766,175.3566825176304
279.5326863577629,0.06512590270439719,20.01284532196015,174.9288722457433
295.8641864663853,0.06001616376611029,20.01380855636091,174.4621294743827
313.1498429539026,0.04423486065230403,20.01918642021085,174.1831275615392
331.4454017339986,0.04857042052667271,20.0168975340489,173.6423086859842
350.8098656360601,0.06148076357842441,19.99373340899999,173.2662672129439
371.3056846881775,0.06096834557854084,19.99303784883838,172.8206784963113
392.9989575173018,0.04708677387089724,19.99456138020849,172.3557180558961
415.9596445160589,0.04491941867935381,19.97947370963197,171.9514451423984
440.2617934636848,0.05452154504701766,19.94735970189125,171.41132012489
465.9837783287106,0.0458040540975218,19.95132656237512,170.7010292110078
493.2085520235173,0.04288182785279486,19.93723205094444,170.1915951519449
522.0239139259047,0.06680033082450797,19.90533014416972,169.7133581193267
552.5227930304147,0.06832631412345246,19.88361596608613,168.974156202224
584.8035476425731,0.04662187812195917,19.88911703332844,168.2434981803003
618.970282582557,0.03112642773741114,19.86965935328576,167.6969175883978
655.1331849212596,0.05336653030851735,19.83549579858225,167.0103236396987
693.4088793315008,0.06131461556404975,19.77940299170184,166.0828168150393
733.9208042003813,0.05594782403458071,19.75922657074324,165.3175820700185
776.7996097157333,0.06917766000427583,19.72588151880223,164.4204194424666
822.183579210498,0.05477719997927169,19.69566137075634,163.5350803701939
870.2190751238394,0.07816524799903904,19.62331970613101,162.6176904461367
921.0610110172344,0.07556199250663563,19.60305892813134,161.6020325215419
974.8733511677659,0.08103037223153878,19.52309341276089,160.6343436902145
1031.829639349793,0.05319868174509361,19.49097331530803,159.7607308209596
1092.113558510337,0.05613012846458835,19.4177301578492,158.5119425265006
1155.919523143081,0.09505406656316182,19.31885885046757,157.297656694493
1223.453306271428,0.05928603263891154,19.26723449260975,156.228180980727
1294.932703062591,0.03647472587484119,19.2027824241185,154.9306809803744
1370.588233212859,0.05725156033591434,19.08267050428132,153.6174922356864
1450.663884369246,0.04788393383965557,18.99138342191371,152.3001744011631
1535.417898985014,0.0660666546274303,18.86756379256937,151.0272375868059
1625.123607146673,0.05051882560831778,18.76264375961164,149.5810066469442
1720.070308058323,0.06576786197437265,18.63975764071251,148.021174948673
1820.564203026081,0.02850134957313575,18.49992825571753,146.5921090021316
1926.929382951481,0.05611805243649626,18.32059954408113,145.0976165370428
2039.508873518472,0.04721763341871062,18.15267266188797,143.5949375408736
2158.665741444725,0.03145871239259285,17.97798243874609,141.8740360520148
2284.784265364905,0.03741936773178175,17.79456647432908,140.391927828477
2418.271175121959,0.05495995314146028,17.58121733326176,138.6447620220938
2559.556963463128,0.05139320921221537,17.35561917551023,137.2145971391737
2709.097274370895,0.1181620792274322,17.07266499188706,135.7016703509855
2867.374372506141,0.0824025090363851,16.86238104961279,133.8390110336668
3034.898698502529,0.06543150987949144,16.60037865313365,132.2506089539295
3212.210515127852,0.03626245424613683,16.35255400771821,130.7908322683454
3399.881649621174,0.04055501062218178,16.05853769292398,129.1874647559162
3598.517337824831,0.06027412470276377,15.74722091463734,127.6202327008749
3808.7581760585,0.03644527601526534,15.42152127065386,125.9954343961608
4031.282187030167,0.05203202311875592,15.12186342540677,124.4112164708538
4266.807006446485,0.06369235809393138,14.77333573916802,123.0978157353331
4516.092197374263,0.09670918218194799,14.37466996723206,121.542270679719
4779.94169981696,0.0315912065168634,14.0724086956694,120.0297976466095
5059.20642340588,0.06071956010090311,13.6825842152215,118.8785710640112
5354.78699156758,0.04074156944127396,13.30893292457044,117.4696119888374
5667.636646017327,0.06963609722435848,12.90381542643345,116.0509221328973
5998.764320945462,0.07975666310425461,12.50503158139689,114.4042169203614
6349.237896811055,0.09714325674839175,12.11162135685613,113.5078030478244
6720.187644236035,0.04006318127787077,11.70641178425772,112.1279555932417
7112.809869106494,0.09076671949585083,11.26692422511463,111.0809509515867
7528.37077063645,0.08370349793277745,10.82321202691915,109.9868673370236
7968.210524836213,0.04069401121595445,10.45100731810711,109.330848445962
8433.747606554571,0.09942162678705585,9.969613368862348,108.153999936546
8926.483364033238,0.1338280239659745,9.487192992465003,107.205760907681
9448.006860726357,0.0797907535200448,9.088664576898244,106.1683862564641
10000,0.1080851440435076,8.600316696703521,105.44152841923
